"监控主题","优先级","状态","标题","发布日期","URL","摘要"
"线下真人社交","critical","new","Breeze Sees Growing But Gradual Success After London Expansion - Global Dating Insights","2026-06-02T00:00:00.000Z","https://www.globaldatinginsights.com/featured/breeze-sees-growing-but-gradual-success-after-london-expansion/","Breeze, a Dutch dating app that launched in Europe in 2020 and expanded to London in 2025, is gaining traction by focusing on structured in-person meetings rather than prolonged online interactions. The app limits daily matches and automatically schedules dates at partner venues, aiming to bypass the often exhausting “talking stage.” Users pay a £9.50 “date token” for their first drink, and those who cancel are tempo"
"线下真人社交","critical","known","Breeze: Can a Dutch app save Brits from swiping past our dismal dating scene? | The Independent","2026-05-31T00:00:00.000Z","https://www.independent.co.uk/life-style/breeze-dating-app-tinder-hinge-b2983703.html","The Dutch couple are one of many success stories spawning from the dating app Breeze, which launched in Europe in 2020 before landing in London in 2025. Breeze promises date nights without endless swiping, and banishes the talking stage (what’s your favourite colour? How many siblings do you have?”) by only opening the chat window two hours before the date. When you match with someone, you put your availability into "
"线下真人社交","critical","known","Breeze Launches IRL Group Dates Across London - Global Dating Insights","2026-05-28T10:10:47.000Z","https://www.globaldatinginsights.com/featured/breeze-launches-irl-group-dates-across-london/","Breeze Launches IRL Group Dates Across London - Global Dating Insights [...] Breeze has launched real-life group date events across London, marking the first time since the platform has moved beyond the conventional one-on-one dating format in any official capacity. The current structure allows for up to eight singles at a venue, with no pre-emptive chats or meetings required – attendees simply show up and take part "
"线下真人社交","critical","known","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","2026-05-27T08:00:00.000Z","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch [...] WeRoad, the Milan-based group travel startup, has raised a $58 million Series C round led by Airbnb as it prepares for its first major expansion outside Europe. The funding brings the company’s total capital raised to roughly $100 million and will finance WeRoad’s push into the U.S., beginning with Austin. [...] The new in"
"融资 / 商业化","high","known","Andreessen Horowitz and Forerunner are betting $55 million on Town's deeply personal AI assistants | Fortune","2026-06-03T11:49:43.000Z","https://fortune.com/2026/06/03/towns-ai-assistants-andreessen-horowitz-forerunner-55-million/","Andreessen Horowitz and Forerunner are betting $55 million on Town's deeply personal AI assistants | Fortune [...] # Town’s AI assistants learn your life—Andreessen Horowitz and Forerunner just backed the vision with $55 million [...] 2026 [...] Town builds AI assistants with distinct avatars and personalities meant to give users their time back.Courtesy of Town [...] Jean-Denis Gréze’s AI assistant is a silver fox w"
"融资 / 商业化","high","known","Board, the new game startup from Mirror founder Brynn Putnam, raises $20M, has already sold thousands | TechCrunch","2026-06-02T15:56:08.000Z","https://techcrunch.com/2026/06/02/board-the-new-game-startup-from-mirror-founder-brynn-putnam-raises-20m-has-already-sold-thousands/","Board, the three-year-old, New York-based startup building what it calls “together tech” — tech designed to bring people physically into the same room — has closed a $20 million Series A led by Union Square Ventures. [...] General Partner Michael Mignano, in his first investment since joining USV, will join the company’s board of directors. The round also brought in some famous angel investors including Biz Stone, Ti"
"融资 / 商业化","high","known","Sekai Raises $26 Million To Build A Social Platform For AI-Created Mini-Apps","2026-06-02T12:34:36.000Z","https://pulse2.com/sekai-raises-26-million-to-build-a-social-platform-for-ai-created-mini-apps/amp/","Sekai Raises $26 Million To Build A Social Platform For AI-Created Mini-Apps [...] # Sekai Raises $26 Million To Build A Social Platform For AI-Created Mini-Apps [...] Sekai announced it has raised $26 million in funding to accelerate the growth of its social platform that enables users to create, play, and remix AI-generated mini-apps. The funding round was led by Khosla Ventures and Connect Ventures, with participa"
"融资 / 商业化","high","known","Aippy Raises Tens of Millions of Dollars at a $250 Million Valuation to Build the Future of AI-Native Interactive Entertainment - TNGlobal","2026-06-02T03:31:00.000Z","https://technode.global/prnasia/aippy-raises-tens-of-millions-of-dollars-at-a-250-million-valuation-to-build-the-future-of-ai-native-interactive-entertainment/","SINGAPORE, June 2, 2026 /PRNewswire/ — Aippy, the world’s first AI-native game community developed by NADA AI, today announced that it has raised tens of millions of dollars in its first funding round led by Glowill Capital, bringing its post-money valuation to US$250 million. The proceeds will be used to attract top global talent and support user growth as Aippy continues to expand its creator ecosystem. [...] “We w"
"融资 / 商业化","high","known","Sekai raises $20 million as people create 15 million AI mini apps","2026-06-01T13:00:04.000Z","https://www.axios.com/2026/06/01/sekai-mini-app-startup-funding","Sekai raises $20 million as people create 15 million AI mini apps [...] # Exclusive: Sekai raises $20M for AI app creation [...] Sekai has raised a $20 million Series A to grow a platform for creating mini apps through text prompts, founder and CEO Lucky Zhang exclusively tells Axios. [...] Why it matters: The founder, who previously sold startups to Apple and TikTok parent ByteDance, is betting AI-generated software"
"中国 AI 社交出海","high","new","MiniMax reports big growth as it plans Mainland China listing","2026-06-01T03:45:56.000Z","https://www.asiatechreview.com/p/minimax-reports-big-growth-as-it","### AI challenger claims fast-growing international business and new model as it eyes new listing to supplement Hong Kong IPO [...] MiniMax is on the charge after it revealed major growth ahead of reports that it is planning to list in China, following its initial IPO in Hong Kong in January. [...] The company raised $620 million for its HKEX listing and its share price is up nearly 5x since then. Rival Zhipu went pu"
